3,1,"23,11,12,19,24,25",16,6,22
4,1,"6,7,9,10,14,15,16,2",29,4,33
3,2,"4,18,20,17",24,2,26
machine,batch,jobs,starting time,processing time,completion time
1,1,"7,20,3",25,14,39
2,1,"6,17,2,11",29,12,41
3,1,"4,25,8,9,12,16,21",27,10,37
4,1,"14,5,18,1,24,22,23,10,13",23,7,30
4,2,"19,15",18,3,21
machine,batch,jobs,starting time,processing time,completion time
1,1,"18,2",21,14,35
2,1,"9,11,19",24,13,37
3,1,"21,25,14,17,16",24,12,36
4,1,"1,24,22,23,8,13,6,10",26,7,33
4,2,"12,20,3,4,5,7,15",18,4,22
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,23",17,9,26
2,1,"2,7,11,16",12,8,20
3,1,"24,1,17,5,15,18,21,22",19,8,27
4,1,"3,8,20,4,10,19,25,9,12,13",19,4,23
2,2,14,13,1,14
machine,batch,jobs,starting time,processing time,completion time
1,1,"12,13",8,9,17
2,1,"14,2",19,9,28
3,1,"11,23,25,3,6,7",19,8,27
4,1,"9,18,19,20,8,10,15,21,4,5",17,6,23
1,2,24,5,3,8
1,3,1,15,2,17
1,4,"22,16",13,2,15
1,5,17,17,1,18
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,14,19",19,14,33
2,1,"5,20,8,10",19,13,32
3,1,"15,21,3,6,16,23,4,13",19,11,30
4,1,"9,11,12,18,22,25,2,17,24,7",19,4,23
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,5",6,14,20
2,1,"4,24,2,8",16,12,28
3,1,"12,17,22,9,20,14",15,10,25
4,1,"15,16,6,11,10,19,3,7",19,8,27
1,2,"13,18",15,4,19
1,3,21,16,3,19
1,4,25,4,3,7
1,5,23,15,1,16
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,7,10",20,9,29
2,1,"11,23,8,13",24,9,33
3,1,"14,12,15,16,17,19,1",26,7,33
4,1,"2,9,20,6,25,5,18,21,22",24,5,29
4,2,"24,3",25,2,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,15",20,9,29
2,1,"2,5,22",23,8,31
3,1,"24,11,14,20,4,6",22,8,30
4,1,"10,8,16,17,23,3,21,25,18,12,13",26,6,32
1,2,19,22,2,24
1,3,7,28,1,29
1,4,9,28,1,29
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,15,21",22,14,36
2,1,"23,24,8,22,2",28,14,42
3,1,"7,12,9,14,3,11",24,11,35
4,1,"18,19,10,16,25,5,6,4,17,13,20",25,8,33
machine,batch,jobs,starting time,processing time,completion time
1,1,15,19,14,33
2,1,"19,11",24,14,38
3,1,"16,2,14,18,3,10",29,13,42
4,1,"22,25,1,17,6,13,7",28,9,37
1,2,21,24,6,30
1,3,20,2,5,7
1,4,"8,9,12",29,4,33
1,5,"5,24",27,2,29
1,6,"4,23",5,1,6
machine,batch,jobs,starting time,processing time,completion time
1,1,"8,10,23",18,9,27
2,1,"13,14,21,24",18,8,26
3,1,"25,17,3,6,16,4,7",17,8,25
4,1,"1,2,11,15,19,22,12,18,20,5,9",19,4,23
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,2,13",16,9,25
2,1,"25,3,5",18,8,26
3,1,"7,12,19,22,11",11,7,18
4,1,"16,18,20,8,9,4,10",16,5,21
3,2,"14,15,23,24,1,6",19,3,22
4,2,21,19,1,20
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,10,23",16,14,30
2,1,"24,7,3,19",16,14,30
3,1,"21,25,14,2,12,20",13,12,25
