1,1,"2,22,9",4,8,12
2,1,"11,5",5,9,14
3,1,"10,20,25,12,19,23",15,6,21
4,1,"24,6,17,21,3,7,1,4,8",21,9,30
1,2,"16,18",24,3,27
2,2,"14,13,15",29,8,37
machine,batch,jobs,starting time,processing time,completion time
1,1,"6,18",1,12,13
2,1,"23,1,19,7",10,14,24
3,1,"10,24,4,9,25,3",18,12,30
4,1,"5,15,8,14,16,21,22,11,13",23,11,34
1,2,"17,20,12",27,14,41
2,2,2,29,11,40
machine,batch,jobs,starting time,processing time,completion time
1,1,"3,7",2,3,5
1,2,11,2,13,15
2,1,"15,20,1",5,7,12
3,1,"10,2,24,22,6,5",13,13,26
4,1,"13,25,12,16,17,4,21",19,12,31
2,2,"18,8,9",23,14,37
1,3,"14,19",24,12,36
3,2,23,26,6,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"25,18,9",4,6,10
2,1,"11,21,5,7,4",8,8,16
3,1,"13,10,15,20,16,1,2",12,8,20
4,1,"23,24,14,3,8,12,6,17,19,22",19,9,28
machine,batch,jobs,starting time,processing time,completion time
1,1,"15,19",5,5,10
2,1,"24,4,3,6",7,7,14
3,1,"13,8,12,14,9",9,9,18
4,1,"5,25,16,22,23,10,1,18",16,8,24
1,2,"21,17,20",17,5,22
2,2,"11,2,7",19,8,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,8,22",2,11,13
2,1,"25,11,12,6",6,10,16
3,1,"1,5,9,7,21,15",12,14,26
4,1,"18,23,10,24,17,13,19,2,3,14",19,14,33
1,2,"16,20",19,13,32
machine,batch,jobs,starting time,processing time,completion time
1,1,"17,5",3,14,17
2,1,"12,14,25",4,10,14
3,1,"1,19,20,2,3",7,14,21
4,1,"7,8,6,10,16,9,13,18,22,23",15,10,25
2,2,"4,21,24",16,12,28
1,2,"15,11",19,8,27
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,17,23",3,9,12
2,1,"2,19,21,3",7,6,13
3,1,"15,25,18,11,14,22,1,10",16,9,25
4,1,"13,6,5,7,9,8,20,24,12,16",26,9,35
machine,batch,jobs,starting time,processing time,completion time
1,1,"4,1",4,9,13
2,1,"22,17,20",5,8,13
3,1,"21,25,13,14,6,24",16,8,24
4,1,"5,12,16,15,18,11,19,2,3",23,9,32
2,2,"8,10,23,7",28,6,34
1,2,9,28,1,29
machine,batch,jobs,starting time,processing time,completion time
1,1,"18,14",2,9,11
2,1,"10,3,13,7",8,11,19
3,1,"12,4,11,23,16,17,25,19",15,14,29
4,1,"6,5,1,15,21,2,9,8,20,22",25,14,39
1,2,24,28,14,42
machine,batch,jobs,starting time,processing time,completion time
1,1,"5,20",2,5,7
2,1,"22,4,23",5,9,14
1,2,19,7,14,21
3,1,"1,14,18,9,25,10,8",19,11,30
4,1,"15,6,13,3,11,21,16",25,14,39
2,2,"17,24,7",28,8,36
1,3,"2,12",29,12,41
machine,batch,jobs,starting time,processing time,completion time
1,1,"5,11",4,4,8
2,1,"22,7,2,25",8,8,16
3,1,"3,12,24,6,10,18,16",13,9,22
1,2,"4,19,1",16,5,21
4,1,"8,9,17,13,14,21,23,15,20",19,9,28
machine,batch,jobs,starting time,processing time,completion time
1,1,"1,2",3,8,11
2,1,"5,7",6,7,13
3,1,"8,11,12,15,24",8,6,14
4,1,"20,10,19,17,18,22,23",11,9,20
1,2,"4,9",14,4,18
2,2,"3,13,16",16,8,24
3,2,"25,6,14,21",19,8,27
